company_name,Location,location_type,Sales,URL,phone_number
"Catalent, Inc.",New Jersey(Usa),Headquarters,3998000000,www.catalent.com,(732) 537-6200
"Teva Pharmaceuticals Usa, Inc.",New Jersey(Usa),Headquarters,2886863083,www.tevausa.com,(215) 591-3000
"Bausch Health Americas, Inc.",New Jersey(Usa),Headquarters,2815526994,www.bauschhealth.com,(908) 927-1400
"Allergan, Inc.",New Jersey(Usa),Headquarters,2631020527,www.allergan.com,(862) 261-7000
Perrigo Company,Michigan(Usa),Headquarters,2497810032,www.perrigo.com,(269) 673-8451
West Street Intermediate Holdings Corp.,Massachusetts(Usa),Headquarters,2441500000,www.parexel.com,(781) 434-5051
The Nature'S Bounty Co,New York(Usa),Headquarters,2243901347,www.bountifulcompany.com,(631) 200-2000
Bayer Corporation,Missouri(Usa),Headquarters,2218431412,www.bayer.us,(412) 777-2000
Merck Sharp & Dohme Llc,New Jersey(Usa),Headquarters,2141383652,www.merck.com,(908) 740-4000
Ge Healthcare Inc.,Massachusetts(Usa),Headquarters,2099025835,www.cytivalifesciences.com,(732) 457-8667
"Amneal Pharmaceuticals, Inc.",New Jersey(Usa),Headquarters,2093669000,www.amneal.com,(908) 947-3120
Sanofi-Synthelabo Llc,New Jersey(Usa),Headquarters,2048874310,www.sanofi.us,(908) 981-5000
Ortho Clinical Diagnostics Holdings Plc,New Jersey(Usa),Headquarters,2042800000,www.orthoclinicaldiagnostics.com,(908) 218-8000
Merck Holdings Llc,New Jersey(Usa),Headquarters,1963199463,www.merck.com,(908) 423-1000
Biomarin Pharmaceutical Inc.,California(Usa),Headquarters,1846275000,www.biomarin.com,(415) 506-6700
Baxalta Incorporated,Illinois(Usa),Headquarters,1841919669,www.takeda.com,(224) 940-2000
Arxada America Llc,New Jersey(Usa),Headquarters,1831222185,www.lonza.com,(201) 316-9200
Emergent Biosolutions Inc.,Maryland(Usa),Headquarters,1792700000,www.emergentbiosolutions.com,(240) 631-3200
"Opko Health, Inc.",Florida(Usa),Headquarters,1774718000,www.opko.com,(305) 575-4100
Csl Behring L.L.C.,Pennsylvania(Usa),Headquarters,1759357880,www.cslbehring.com,(610) 878-4000
"Fresenius Kabi Pharmaceuticals Holding, Llc",Illinois(Usa),Headquarters,1753939982,www.fresenius-kabi.com,(847) 550-2300
L. Perrigo Company,Michigan(Usa),Headquarters,1722173743,www.perrigo.com,(269) 673-8451
Quidel Corporation,California(Usa),Headquarters,1698551000,www.quidel.com,(858) 552-1100
Bayer Healthcare Llc,New Jersey(Usa),Headquarters,1695116623,career.bayer.us,(862) 404-3000
United Therapeutics Corporation,Maryland(Usa),Headquarters,1685500000,www.unither.com,(301) 608-9292
Astrazeneca Lp,Delaware(Usa),Headquarters,1643850846,www.astrazeneca-us.com,(302) 886-3000
"Jazz Pharmaceuticals, Inc.",California(Usa),Headquarters,1618693000,www.jazzpharma.com,(650) 496-3777
Seagen Inc.,Washington(Usa),Headquarters,1574371000,www.seagen.com,(425) 527-4000
Alcon Laboratories Holding Corporation,Texas(Usa),Headquarters,1554117935,www.alcon.com,(817) 293-0450
Pts Intermediate Holdings Llc,New Jersey(Usa),Headquarters,1550513953,www.catalent.com,(732) 537-6200
Boehringer Ingelheim Usa Corporation,Connecticut(Usa),Headquarters,1536861777,www.boehringer-ingelheim.com,(203) 798-9988
Boehringer Ingelheim Corporation,Connecticut(Usa),Headquarters,1532986610,www.boehringer-ingelheim.us,(203) 798-9988
Sanofi Us Services Inc.,New Jersey(Usa),Headquarters,1518004761,www.sanofi.us,(336) 407-4994
Genzyme Corporation,Massachusetts(Usa),Headquarters,1510554270,www.sanofi.com,(617) 252-7500
Mylan Pharmaceuticals Inc.,West Virginia(Usa),Headquarters,1465107244,,(304) 599-2595
Actavis Llc,New Jersey(Usa),Headquarters,1454046749,www.actavis.com,(862) 261-7000
"Medimmune, Llc",Maryland(Usa),Headquarters,1444820402,www.astrazeneca.com,(301) 398-0000
"Barr Laboratories, Inc.",New Jersey(Usa),Headquarters,1443725390,www.tevapharm.com,(215) 591-3000
"Takeda Pharmaceuticals U.S.A., Inc.",Massachusetts(Usa),Headquarters,1436244079,www.takeda.com,(617) 349-0200
"Exelixis, Inc.",California(Usa),Headquarters,1434970000,www.exelixis.com,(650) 837-7000
"Catalent Pharma Solutions, Inc.",New Jersey(Usa),Headquarters,1432252838,www.catalent.com,(732) 537-6200
"Aurobindo Pharma U.S.A., Inc.",New Jersey(Usa),Headquarters,1426985519,www.aurobindousa.com,(732) 839-9400
Mallinckrodt Llc,Missouri(Usa),Headquarters,1396408438,www.coviden.com,(314) 654-2000
Roche Diagnostics Corporation,Indiana(Usa),Headquarters,1364896864,www.roche.com,(800) 428-5076
"Allergan Sales, Llc",California(Usa),Headquarters,1322882520,www.allergan.com,(862) 261-7000
"Accredo Health, Incorporated",Tennessee(Usa),Headquarters,1272877301,www.accredo.com,(901) 373-8958
"Janssen Pharmaceuticals, Inc.",New Jersey(Usa),Headquarters,1264533613,www.janssenpharmaceuticalsinc.com,(609) 730-2000
Johnson & Johnson Consumer Inc.,New Jersey(Usa),Headquarters,1261382183,www.johnsonsbaby.com,(908) 874-1000
Glaxosmithkline Holdings (Americas) Inc.,Delaware(Usa),Headquarters,1164562565,www.gsk.com,(302) 984-6932
"Novavax, Inc.",Maryland(Usa),Headquarters,1146290000,www.novavax.com,(240) 268-2000
"Medpace Holdings, Inc.",Ohio(Usa),Headquarters,1142377000,www.medpace.com,(513) 579-9911
"Usana Health Sciences, Inc.",Utah(Usa),Headquarters,1134644000,www.usana.com,(801) 954-7100
"Neurocrine Biosciences, Inc.",California(Usa),Headquarters,1133500000,www.neurocrine.com,(858) 617-7600
Wyeth Llc,New York(Usa),Headquarters,1132093510,www.pfizer.com,(212) 733-2323
Sanofi-Aventis U.S. Llc,New Jersey(Usa),Headquarters,1104194685,www.sanofi.us,(908) 981-5000
Prestige Consumer Healthcare Inc.,New York(Usa),Headquarters,1086812000,www.prestigebrands.com,(914) 524-6800
Hoffmann-La Roche Inc.,New Jersey(Usa),Headquarters,1076369152,www.roche-nutley.com,(973) 890-2268
Glaxosmithkline Llc,Pennsylvania(Usa),Headquarters,1076178517,us.gsk.com,(215) 751-4000
"Cardinal Health 414, Llc",Ohio(Usa),Headquarters,1041020536,www.cardinal.com,(614) 757-5000
Amneal Pharmaceuticals Llc,New Jersey(Usa),Headquarters,1033654000,www.amneal.com,(908) 947-3120
Shire Pharmaceuticals Llc,Massachusetts(Usa),Headquarters,992057215,www.takeda.com,(617) 349-0200
"Fresenius Kabi Usa, Llc",Illinois(Usa),Headquarters,965091933,www.fresenius-kabi.com,(847) 550-2300
Boehringer Ingelheim Animal Health Usa Inc.,Georgia(Usa),Headquarters,952387069,www.boehringer-ingelheim.com,(800) 325-9167
"Medivation, Inc.",California(Usa),Headquarters,943258000,www.pfizer.com,(415) 543-3470
Bio-Techne Corporation,Minnesota(Usa),Headquarters,931032000,www.bio-techne.com,(612) 379-8854
"Curia Global, Inc.",New York(Usa),Headquarters,927915483,www.curiaglobal.com,(518) 512-2000
Nutraceutical International Corporation,Utah(Usa),Headquarters,908382643,www.nutraceutical.com,(435) 655-6000
Life Technologies Corporation,California(Usa),Headquarters,884455662,www.thermofisher.com,(760) 603-7200
Berlin Schering Inc,New Jersey(Usa),Headquarters,875441229,career.bayer.us,(862) 404-3000
"Janssen Research & Development, Llc",New Jersey(Usa),Headquarters,861851742,www.janssenlabs.com,(908) 704-4000
Mylan Inc.,Pennsylvania(Usa),Headquarters,855806121,www.mylan.com,(724) 514-1800
"Alnylam Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,844287000,www.alnylam.com,(617) 551-8200
Phibro Animal Health Corporation,New Jersey(Usa),Headquarters,833350000,www.pahc.com,(201) 329-7300
"Innovative Renal Care, Llc",Tennessee(Usa),Headquarters,822522000,,(615) 515-9880
"Ionis Pharmaceuticals, Inc.",California(Usa),Headquarters,810456000,www.ionispharma.com,(760) 931-9200
"Astellas Us Holding, Inc.",Illinois(Usa),Headquarters,805109974,www.astellas.com,(224) 205-8800
"Sun Pharmaceutical Industries, Inc.",New Jersey(Usa),Headquarters,800000000,www.sunpharma.com,(609) 495-2800
"Maravai Lifesciences Holdings, Inc.",California(Usa),Headquarters,799240000,www.maravai.com,(858) 546-0004
Knoa Pharma Llc,Connecticut(Usa),Headquarters,790301934,www.purduepharma.com,(203) 588-8000
Purdue Pharma L.P.,Connecticut(Usa),Headquarters,790301934,www.purduepharma.com,(203) 588-8000
"Petiq, Inc.",Idaho(Usa),Headquarters,780051000,www.petiq.com,(208) 939-8900
"Janssen Biotech, Inc.",Pennsylvania(Usa),Headquarters,774185052,www.jnj.com,(610) 651-6000
Patheon U.S. Holdings Inc.,North Carolina(Usa),Headquarters,755977309,www.patheon.com,(919) 226-3200
"Immucor, Inc.",Georgia(Usa),Headquarters,739905598,www.immucor.com,(770) 441-2051
Ivd Holdings Inc,Georgia(Usa),Headquarters,739905598,www.immucor.com,(770) 441-2051
Ivd Intermediate Holdings B Inc.,Georgia(Usa),Headquarters,739905598,www.immucor.com,(770) 441-2051
"Colorcon, Inc.",Pennsylvania(Usa),Headquarters,722905000,www.colorcon.com,(215) 699-7733
Sandoz Inc.,New Jersey(Usa),Headquarters,709036446,us.sandoz.com,(609) 627-8500
"Ortho-Clinical Diagnostics, Inc.",New Jersey(Usa),Headquarters,705714265,www.orthoclinicaldiagnostics.com,(908) 218-8000
"Sarepta Therapeutics, Inc.",Massachusetts(Usa),Headquarters,701887000,www.sarepta.com,(617) 274-4000
"Myriad Genetics, Inc.",Utah(Usa),Headquarters,690600000,www.myriad.com,(801) 584-3600
"Genentech, Inc.",California(Usa),Headquarters,689152015,www.gene.com,(650) 225-1000
Medical Graphics Corporation,Minnesota(Usa),Headquarters,686400000,www.mgcdiagnostics.com,(425) 788-8869
Sanofi Pasteur Inc.,Pennsylvania(Usa),Headquarters,686229034,www.adacelvaccine.com,(570) 839-7187
"Akorn, Inc.",Illinois(Usa),Headquarters,682429000,www.akorn.com,(847) 279-6100
Repligen Corporation,Massachusetts(Usa),Headquarters,670534000,www.repligen.com,(781) 250-0111
"Fresenius Usa, Inc.",Massachusetts(Usa),Headquarters,653801408,www.freseniusmedicalcare.us,(781) 699-4191
"Sumitomo Pharma America Holdings, Inc.",Massachusetts(Usa),Headquarters,647133982,www.sumitomo-pharma.co.jp,(508) 481-6700
Sunovion Pharmaceuticals Inc.,Massachusetts(Usa),Headquarters,647133982,www.sunovion.com,(508) 481-6700
"Millennium Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,622990811,www.takedaoncology.com,(617) 679-7000
Alcami Corporation,North Carolina(Usa),Headquarters,622192179,www.alcaminow.com,(910) 254-7000
International Vitamin Corp,California(Usa),Headquarters,619440401,,(949) 664-5500
Bayer Healthcare Pharmaceuticals Inc.,New Jersey(Usa),Headquarters,591073845,www.bayer.com,(862) 404-3000
Kedrion Biopharma Inc.,New Jersey(Usa),Headquarters,588395283,www.kedrion.us,(201) 242-8900
Alza Corporation,California(Usa),Headquarters,586033302,www.alza.com,(707) 453-6400
"Capsugel, Inc.",New Jersey(Usa),Headquarters,582972345,www.capsugel.com,(201) 316-9200
"Supernus Pharmaceuticals, Inc.",Maryland(Usa),Headquarters,579775000,www.supernus.com,(301) 838-2500
"Mindray Ds Usa, Inc.",New Jersey(Usa),Headquarters,572419961,www.mindraynorthamerica.com,(201) 995-8000
Glaxosmithkline Consumer Healthcare Holdings (Us) Llc,New Jersey(Usa),Headquarters,569436784,www.gsk.com,(215) 751-5046
"Alvogen Group, Inc.",New Jersey(Usa),Headquarters,568168904,www.alvogen.com,(973) 796-3400
Organon Llc,New Jersey(Usa),Headquarters,555281493,www.organon.com,(551) 430-6000
Pharmavite Llc,California(Usa),Headquarters,548617298,www.pharmavite.com,(818) 221-6200
"Pacira Biosciences, Inc.",New Jersey(Usa),Headquarters,541533000,www.pacira.com,(973) 254-3560
"Par Pharmaceutical Companies, Inc.",New York(Usa),Headquarters,541370503,www.parpharm.com,(845) 573-5500
Biogen Ma Inc.,Massachusetts(Usa),Headquarters,539813279,www.biogen.com,(617) 679-2000
"Ptc Therapeutics, Inc.",New Jersey(Usa),Headquarters,538593000,www.ptcbio.com,(908) 222-7000
"Takeda Pharmaceuticals America, Inc.",Massachusetts(Usa),Headquarters,533757437,www.takeda.com,(224) 554-6500
"Lifescan, Inc.",Pennsylvania(Usa),Headquarters,532735197,www.lifescan.com,(800) 227-8862
Danisco Us Inc.,California(Usa),Headquarters,532494462,www.dupont.com,(650) 846-7500
"Siegfried Usa Holding , Inc.",New Jersey(Usa),Headquarters,532267405,www.siegfried.ch,(856) 678-3601
"Dsm Nutritional Products, Llc",New Jersey(Usa),Headquarters,523764583,www.dsm.com,(518) 372-5155
Cambrex Corporation,New Jersey(Usa),Headquarters,523065380,www.cambrex.com,(201) 804-3000
Almac Group Incorporated,Pennsylvania(Usa),Headquarters,521380645,www.almacgroup.com,(215) 660-8500
"Actavis Pharma, Inc.",New Jersey(Usa),Headquarters,519546768,www.allergan.com,(862) 261-7000
"Daiichi Sankyo, Inc.",New Jersey(Usa),Headquarters,516652891,www.daiichisankyo.us,(908) 992-6400
"Cephalon, Inc.",Pennsylvania(Usa),Headquarters,516245755,www.cephalon.com,(610) 344-0200
P R Patheon Llc,Puerto Rico(Usa),Headquarters,511641869,www.patheon.com,(787) 746-8500
"Patheon Puerto Rico, Inc.",Puerto Rico(Usa),Headquarters,511641869,,(787) 746-8500
"Glanbia Performance Nutrition (Na), Inc.",Illinois(Usa),Headquarters,507099416,www.optimumnutrition.com,(630) 236-0097
"Boehringer Ingelheim Pharmaceuticals, Inc.",Connecticut(Usa),Headquarters,498347239,www.boehringer-ingelheim.us,(203) 798-9988
"Dpt Laboratories, Ltd.",Texas(Usa),Headquarters,496901842,www.dptlabs.com,(210) 476-8100
"Akcea Therapeutics, Inc.",California(Usa),Headquarters,488543000,www.akceatx.com,(617) 207-0202
Promega Corporation,Wisconsin(Usa),Headquarters,487913000,www.promega.com,(608) 274-4330
"Chattem, Inc.",Tennessee(Usa),Headquarters,485181002,www.allegra.com,(423) 821-4571
Acadia Pharmaceuticals Inc.,California(Usa),Headquarters,484145000,www.acadia-pharm.com,(858) 558-2871
Baxter World Trade Corporation,Illinois(Usa),Headquarters,479625314,www.baxter.com,(224) 948-2000
"Lannett Company, Inc.",Pennsylvania(Usa),Headquarters,478778000,www.lannett.com,(215) 333-9000
Eisai Inc.,New Jersey(Usa),Headquarters,473025418,us.eisai.com,(201) 692-1100
Regenxbio Inc.,Maryland(Usa),Headquarters,470347000,www.regenxbio.com,(240) 552-8181
Grifols Therapeutics Llc,North Carolina(Usa),Headquarters,469589035,www.grifols.jobs,(919) 316-6300
Organogenesis Holdings Inc.,Massachusetts(Usa),Headquarters,468059000,www.organogenesis.com,(781) 575-0775
Biohaven Pharmaceutical Holding Company Ltd.,Connecticut(Usa),Headquarters,462509000,www.biohavenpharma.com,(203) 404-0410
"Glaxosmithkline Consumer Healthcare, L.P.",New Jersey(Usa),Headquarters,460794780,www.gsk-answers.com,(251) 591-4188
Andrx Corporation,Florida(Usa),Headquarters,459703900,www.andrx.com,(954) 585-1400
"Natures Sunshine Products, Inc.",Utah(Usa),Headquarters,444084000,www.naturessunshine.ca,(801) 341-7900
Zoetis Products Llc,New Jersey(Usa),Headquarters,444023077,www.zoetis.in,(973) 660-5000
"Halozyme Therapeutics, Inc.",California(Usa),Headquarters,443310000,www.halozyme.com,(858) 794-8889
Dynavax Technologies Corporation,California(Usa),Headquarters,439442000,www.dynavax.com,(510) 848-5100
Amphastar Pharmaceuticals Inc,California(Usa),Headquarters,437768000,www.amphastar.com,(909) 980-9484
Lifecell Corporation,New Jersey(Usa),Headquarters,428058183,www.lifecellcream.com,(908) 947-1100
"Lantheus Holdings, Inc.",Massachusetts(Usa),Headquarters,425208000,www.lantheus.com,(978) 671-8001
King Pharmaceuticals Llc,Tennessee(Usa),Headquarters,425080204,www.pfizer.com,(423) 989-8000
"Alkermes, Inc.",Massachusetts(Usa),Headquarters,418110985,www.alkermes.com,(781) 609-6000
Access Bio Inc.,New Jersey(Usa),Headquarters,417301334,www.accessbio.net,(732) 873-4040
"Sagent Pharmaceuticals, Inc.",Illinois(Usa),Headquarters,415606284,www.sagentpharma.com,(847) 908-1600
"Ironwood Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,413753000,investor.ironwoodpharma.com,(617) 621-7722
"Eli Lilly Industries, Inc.",Puerto Rico(Usa),Headquarters,408291992,www.lilly.com,(787) 257-5555
"Now Health Group, Inc.",Illinois(Usa),Headquarters,398418131,www.nowfoods.com,(888) 669-3663
Ivax Corporation,Florida(Usa),Headquarters,395362762,www.tevapharm.com,(305) 329-3795
"Innoviva, Inc.",California(Usa),Headquarters,391866000,www.inva.com,(650) 238-9600
"Beigene Usa, Inc.",Massachusetts(Usa),Headquarters,389025463,www.beigene.com,(781) 801-1887
Cipla Usa Inc.,New Jersey(Usa),Headquarters,383641342,www.ciplausa.com,(908) 356-8900
"Catalent Pharma Solutions, Llc",New Jersey(Usa),Headquarters,367136183,www.catalent.com,(732) 537-6200
"Novartis Vaccines And Diagnostics, Inc.",North Carolina(Usa),Headquarters,366562498,,(617) 871-7000
"Intercept Pharmaceuticals, Inc.",New Jersey(Usa),Headquarters,363468000,www.interceptpharma.com,(646) 747-1000
"Bristol-Myers Squibb Puerto Rico, Inc.",Puerto Rico(Usa),Headquarters,357706604,www.piapr.org,(787) 774-2800
Bioverativ Inc.,Massachusetts(Usa),Headquarters,353943868,www.eloctate.com,(781) 663-4400
Ultragenyx Pharmaceutical Inc.,California(Usa),Headquarters,351406000,www.ultragenyx.com,(415) 483-8800
"Atea Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,351367000,www.ateapharma.com,(857) 284-8891
"Iteos Therapeutics, Inc.",Massachusetts(Usa),Headquarters,344775000,www.iteostherapeutics.com,(339) 217-0161
"Kemin Industries, Inc.",Iowa(Usa),Headquarters,333869835,www.kemin.com,(515) 559-5100
"Ascend Wellness Holdings, Inc.",New York(Usa),Headquarters,332381000,www.awholdings.com,(781) 703-7800
"Amag Pharmaceuticals, Inc.",Pennsylvania(Usa),Headquarters,327751000,www.amagpharma.com,(617) 498-3300
"Coherus Biosciences, Inc.",California(Usa),Headquarters,326551000,www.coherus.com,(650) 649-3530
"Norway Topco, Lp",California(Usa),Headquarters,319310000,,(435) 655-6000
The Better Being Co Llc,Utah(Usa),Headquarters,319310000,,(435) 655-6000
"Meridian Bioscience, Inc.",Ohio(Usa),Headquarters,317896000,www.meridianbioscience.com,(513) 271-3700
"Astellas Pharma Us, Inc.",Illinois(Usa),Headquarters,314199479,www.astellas.com,(800) 888-7704
"Ginkgo Bioworks Holdings, Inc.",Massachusetts(Usa),Headquarters,313837000,www.ginkgobioworks.com,(877) 422-5362
Abbott Nutrition Manufacturing Inc.,California(Usa),Headquarters,311601135,www.abbottnutrition.com,(707) 399-1100
"Abbott Products, Inc.",Illinois(Usa),Headquarters,311426199,www.abbott.com,(847) 937-6100
Shire Us Inc.,Massachusetts(Usa),Headquarters,311316470,www.takeda.com,(781) 482-9222
Fougera Pharmaceuticals Inc.,New York(Usa),Headquarters,310078717,,(631) 454-7677
Nova Biomedical Corporation,Massachusetts(Usa),Headquarters,307604218,www.novabiomedical.com,(781) 894-0800
"Amicus Therapeutics, Inc.",Pennsylvania(Usa),Headquarters,305514000,www.amicusrx.com,(215) 921-7600
Harmony Biosciences Holdings Inc.,Pennsylvania(Usa),Headquarters,305440000,www.harmonybiosciences.com,(484) 539-9800
Pharmacyclics Llc,California(Usa),Headquarters,301881295,www.pharmacyclics.com,(408) 215-3000
Contract Pharmacal Corp.,New York(Usa),Headquarters,300382631,www.cpc.com,(631) 231-4610
"Cp Skin Health Group, Inc.",Arizona(Usa),Headquarters,300000000,www.eltamd.com,(480) 946-7221
"Pharmaceutical Research Associates, Inc.",Connecticut(Usa),Headquarters,298755283,www.purduepharma.com,(203) 588-8000
Agenus Inc.,Massachusetts(Usa),Headquarters,295665000,www.agenusbio.com,(781) 674-4400
Aventis Inc.,New Jersey(Usa),Headquarters,294979434,www.sanofi.us,(800) 981-2491
"Pharmacia & Upjohn, Inc.",New Jersey(Usa),Headquarters,282158685,www.pfizer.com,(908) 901-8000
Ligand Pharmaceuticals Incorporated,California(Usa),Headquarters,277133000,www.ligand.com,(858) 550-7500
"Collegium Pharmaceutical, Inc.",Massachusetts(Usa),Headquarters,276868000,www.collegiumpharma.com,(781) 713-3699
"Gsk Consumer Health, Inc.",New Jersey(Usa),Headquarters,276133587,www.ex-lax.com,(919) 269-5000
"Hims & Hers Health, Inc.",California(Usa),Headquarters,271878000,www.forhims.com,(415) 851-0195
Vanda Pharmaceuticals Inc.,District Of Columbia(Usa),Headquarters,268682000,www.vandapharma.com,(202) 734-3400
"Salix Pharmaceuticals, Ltd.",New Jersey(Usa),Headquarters,267644011,www.salix.com,(866) 246-8245
Mallinckrodt Hospital Products Inc.,Missouri(Usa),Headquarters,267333565,,(314) 654-2000
"Horizon Therapeutics Usa, Inc.",Illinois(Usa),Headquarters,265696579,www.horizontherapeutics.com,(224) 383-3699
"Generics International (Us), Inc.",Pennsylvania(Usa),Headquarters,265405743,www.endo.com,(256) 859-2575
"Integrated Dna Technologies, Inc.",Iowa(Usa),Headquarters,264023105,www.idtdna.com,(800) 328-2661
Padagis Us Llc,Minnesota(Usa),Headquarters,263747959,www.paddocklabs.com,(763) 546-4676
Heska Corporation,Colorado(Usa),Headquarters,253739000,www.heska.com,(970) 493-7272
"Puma Biotechnology, Inc.",California(Usa),Headquarters,253155000,www.pumabiotechnology.com,(424) 248-6500
Bracco U.S.A. Inc.,New Jersey(Usa),Headquarters,247771807,www.ingridamenda.de,(609) 514-2200
"P & L Development, Llc",New York(Usa),Headquarters,246926595,www.pldevelopments.com,(516) 986-1700
"American Regent, Inc.",New York(Usa),Headquarters,244609905,www.americanregent.com,(631) 924-4000
Lundbeck Llc,Illinois(Usa),Headquarters,239257927,www.lundbeck.com,(847) 282-1000
"Fibrogen, Inc.",California(Usa),Headquarters,235309000,www.fibrogen.com,(415) 978-1200
Naturex Holdings Inc.,New Jersey(Usa),Headquarters,234768220,www.naturex.com,(201) 440-5000
Naturex Inc.,New Jersey(Usa),Headquarters,234768220,www.naturex.com,(201) 440-5000
"Radius Health, Inc.",Massachusetts(Usa),Headquarters,229973000,www.radiuspharm.com,(617) 551-4000
"Assertio Therapeutics, Inc.",Illinois(Usa),Headquarters,229504000,www.assertiotx.com,(224) 419-7106
"Alere San Diego, Inc.",California(Usa),Headquarters,228869740,www.globalpointofcare.abbott,(858) 455-4808
Bristol-Myers Squibb Manufacturing Company Unlimited Company,Puerto Rico(Usa),Headquarters,228506579,www.bms.com,(787) 852-1255
"Travere Therapeutics, Inc.",California(Usa),Headquarters,227490000,ir.travere.com,(888) 969-7879
"Glaxosmithkline Sl Holdings, Inc.",Pennsylvania(Usa),Headquarters,227455276,www.gsk.com,(215) 751-4000
"Imcd Us, Llc",Ohio(Usa),Headquarters,227454604,www.imcdus.com,(216) 228-8900
"Kos Pharmaceuticals, Inc.",New Jersey(Usa),Headquarters,227334991,www.abbvie.com,(609) 495-0500
"Tolmar Holding, Inc.",Colorado(Usa),Headquarters,225907166,www.tolmar.com,(970) 212-4500
Alcami Carolinas Corporation,North Carolina(Usa),Headquarters,224787709,www.alcaminow.com,(910) 254-7000
"Tesaro, Inc.",Massachusetts(Usa),Headquarters,223326000,www.gsk.com,(339) 970-0900
"Cryoport, Inc.",Tennessee(Usa),Headquarters,222608000,www.cryoport.com,(949) 470-2300
"Nature'S Bounty, Inc.",New York(Usa),Headquarters,222327552,www.naturesbounty.com,(631) 200-2000
"Wuxi Apptec, Inc.",Minnesota(Usa),Headquarters,221509232,www.wuxiapptec.com,(651) 675-2000
E. R. Squibb & Sons Inter-American Corporation,New Jersey(Usa),Headquarters,221084355,www.bms.com,(609) 252-4111
Nutraceutical Corporation,Utah(Usa),Headquarters,219031413,www.nutraceutical.com,(435) 655-6000
Actavis Elizabeth Llc,New Jersey(Usa),Headquarters,218876966,www.actavis.com,(908) 527-9100
Imclone Systems Llc,New Jersey(Usa),Headquarters,216332276,www.lilly.com,(908) 541-8000
"Ani Pharmaceuticals, Inc.",Minnesota(Usa),Headquarters,216136000,www.anipharmaceuticals.com,(218) 634-3500
"Emd Serono, Inc.",Massachusetts(Usa),Headquarters,214205452,us.fertility.com,(781) 982-9000
"Akebia Therapeutics, Inc.",Massachusetts(Usa),Headquarters,213578000,www.akebia.com,(617) 871-2098
Pharmacia & Upjohn Company Llc,New Jersey(Usa),Headquarters,211152520,,(908) 901-8000
"Grail, Llc",California(Usa),Headquarters,210908643,www.grail.com,(833) 694-2553
Piramal Pharma Solutions Inc.,Kentucky(Usa),Headquarters,210735377,www.piramal.com,(734) 282-3370
Karyopharm Therapeutics Inc.,Massachusetts(Usa),Headquarters,209819000,www.karyopharm.com,(617) 658-0600
"Dr. Reddy'S Laboratories, Inc.",New Jersey(Usa),Headquarters,209486130,www.drreddys.com,(609) 375-9900
"Soleo Health Holdings, Inc.",Texas(Usa),Headquarters,208980000,www.soleohealth.com,(833) 765-3648
